"DocumentDate"	"SalePrice"	"PropertyID"	"PropertyType"	"ym"	"zhvi_px"	"zhvi_idx"	"AdjSalePrice"	"NbrLivingUnits"	"SqFtLot"	"SqFtTotLiving"	"SqFtFinBasement"	"Bathrooms"	"Bedrooms"	"BldgGrade"	"YrBuilt"	"YrRenovated"	"TrafficNoise"	"LandVal"	"ImpsVal"	"ZipCode"	"NewConstruction"
"7080"	"2006-06-12"	484000	2324039104	"Single Family"	"2006-06-01"	404400	0.929227941176471	520863	1	6400	2280	1050	3	3	8	1950	0	0	332000	369000	98126	FALSE
"7081"	"2006-11-13"	619000	2324039110	"Single Family"	"2006-11-01"	421200	0.967830882352941	639575	1	6400	1530	390	1.5	3	8	1955	0	0	299000	301000	98126	FALSE
"7082"	"2012-01-25"	265000	2324039122	"Single Family"	"2012-01-01"	311600	0.715992647058823	370116	1	5632	1220	450	1	2	7	1949	0	0	229000	152000	98126	FALSE
"7083"	"2007-10-20"	420000	2324039151	"Single Family"	"2007-10-01"	431300	0.991038602941177	423798	1	6350	1570	640	1.75	3	7	1983	0	0	213000	258000	98126	FALSE
"7085"	"2007-07-09"	2149300	2324069155	"Single Family"	"2007-07-01"	434200	0.997702205882353	2154250	1	192578	6360	0	3.75	4	13	1995	0	0	310000	1653000	98029	FALSE
"7086"	"2010-10-13"	420000	2324079063	"Single Family"	"2010-10-01"	334700	0.769071691176471	546113	1	45738	2710	0	3.25	4	8	1988	1993	0	106000	392000	98024	FALSE
"7087"	"2006-04-10"	576000	2324500010	"Single Family"	"2006-04-01"	396500	0.911075367647059	632220	1	6144	2745	0	2.5	4	9	2006	0	1	204000	415000	98052	TRUE
"7088"	"2006-08-31"	619000	2324500020	"Single Family"	"2006-08-01"	411100	0.944623161764706	655288	1	4572	2440	0	2.5	4	9	2005	0	0	215000	377000	98052	TRUE
"7089"	"2013-07-15"	634500	2324500020	"Single Family"	"2013-07-01"	370700	0.851792279411765	744900	1	4572	2440	0	2.5	4	9	2005	0	0	215000	377000	98052	FALSE
"7090"	"2006-06-09"	639500	2324500100	"Single Family"	"2006-06-01"	404400	0.929227941176471	688206	1	5580	2870	0	2.5	4	9	2006	0	0	215000	434000	98052	TRUE
"7091"	"2006-04-14"	634000	2324500130	"Single Family"	"2006-04-01"	396500	0.911075367647059	695881	1	6051	2840	0	2.5	3	9	2006	0	0	215000	429000	98052	TRUE
"7092"	"2010-07-21"	625000	2324800070	"Single Family"	"2010-07-01"	342800	0.787683823529412	793466	1	25341	3000	0	2.5	3	9	1995	0	0	246000	428000	98053	FALSE
"7093"	"2009-08-12"	691000	2324800150	"Single Family"	"2009-08-01"	352600	0.810202205882353	852874	1	48576	3630	0	2.5	4	9	1996	0	0	266000	530000	98053	FALSE
"7094"	"2009-11-13"	583000	2325039067	"Single Family"	"2009-11-01"	350900	0.806295955882353	723060	1	6428	1760	780	2	3	7	1942	0	1	341000	234000	98199	FALSE
"7095"	"2006-05-22"	640000	2325039095	"Single Family"	"2006-05-01"	400600	0.920496323529412	695277	1	6713	2300	1150	1.75	2	8	1953	0	2	341000	270000	98199	FALSE
"7096"	"2006-11-29"	780000	2325059086	"Single Family"	"2006-11-01"	421200	0.967830882352941	805926	1	9023	3080	0	3.5	5	9	2002	0	1	301000	519000	98008	FALSE
"7097"	"2006-12-11"	1099900	2325069032	"Single Family"	"2006-12-01"	423400	0.972886029411765	1130554	1	18741	4720	1510	4.25	5	11	2005	0	0	295000	589000	98053	TRUE
"7127"	"2006-12-08"	389950	2325400300	"Single Family"	"2006-12-01"	423400	0.972886029411765	400818	1	4690	1700	0	2.5	4	7	2006	0	0	169000	151000	98056	TRUE
"7128"	"2007-03-14"	425000	2325400330	"Single Family"	"2007-03-01"	429600	0.987132352941177	430540	1	3850	2190	0	2.25	4	7	2006	0	0	169000	184000	98059	FALSE
"7130"	"2007-04-13"	410000	2325400380	"Single Family"	"2007-04-01"	430900	0.990119485294118	414091	1	3390	1900	0	2.5	4	7	2006	0	0	169000	159000	98056	TRUE
"7131"	"2007-01-26"	489950	2325400430	"Single Family"	"2007-01-01"	425600	0.977941176470588	501002	1	4830	2470	0	2.5	4	7	2006	0	0	169000	201000	98056	FALSE
"7132"	"2007-04-01"	429950	2325400440	"Single Family"	"2007-04-01"	430900	0.990119485294118	434241	1	4830	1950	0	2.5	4	7	2006	0	0	169000	169000	98059	TRUE
"7133"	"2007-03-13"	389950	2325400450	"Single Family"	"2007-03-01"	429600	0.987132352941177	395033	1	3500	1700	0	2.5	4	7	2006	0	0	169000	151000	98056	TRUE
"7140"	"2006-01-24"	257500	2329700040	"Single Family"	"2006-01-01"	383200	0.880514705882353	292443	1	9266	1230	0	1.5	3	7	1966	0	0	55000	144000	98003	FALSE
"7141"	"2007-02-01"	275000	2329700070	"Single Family"	"2007-02-01"	427800	0.982996323529412	279757	1	8400	1500	0	1.5	3	7	1967	0	0	55000	137000	98003	FALSE
"7142"	"2007-07-26"	325000	2329700100	"Single Family"	"2007-07-01"	434200	0.997702205882353	325749	1	8400	1360	0	1.5	4	7	1966	0	0	55000	126000	98003	FALSE
"7143"	"2006-07-12"	213000	2329700480	"Single Family"	"2006-07-01"	407700	0.936810661764706	227367	1	8625	1360	0	1.75	4	7	1965	0	0	55000	169000	98003	FALSE
"7144"	"2007-07-16"	316500	2329700480	"Single Family"	"2007-07-01"	434200	0.997702205882353	317229	1	8625	1360	0	1.75	4	7	1965	0	0	55000	169000	98003	FALSE
"7145"	"2007-03-16"	569900	2329720130	"Single Family"	"2007-03-01"	429600	0.987132352941177	577329	1	4516	2910	0	3	5	8	2003	0	0	174000	372000	98028	FALSE
"7147"	"2010-01-26"	450000	2329720190	"Single Family"	"2010-01-01"	350800	0.806066176470588	558267	1	4521	2600	0	2.5	3	8	2003	0	0	156000	406000	98028	FALSE
"7148"	"2006-06-01"	291000	2329800140	"Single Family"	"2006-06-01"	404400	0.929227941176471	313163	1	6633	1580	0	2.5	4	7	1984	0	0	90000	173000	98042	FALSE
"7149"	"2009-12-29"	255000	2329800240	"Single Family"	"2009-12-01"	350600	0.805606617647059	316532	1	7194	1900	0	3	4	7	1988	0	0	90000	196000	98042	FALSE
"7150"	"2006-01-27"	300000	2329800430	"Single Family"	"2006-01-01"	383200	0.880514705882353	340710	1	8188	1660	0	2.25	3	7	1988	0	0	90000	176000	98042	FALSE
"7151"	"2008-03-27"	305000	2329810290	"Single Family"	"2008-03-01"	415100	0.953814338235294	319769	1	7646	1510	0	1.75	3	7	1990	0	0	90000	167000	98042	FALSE
"7152"	"2009-07-17"	273000	2329810650	"Single Family"	"2009-07-01"	354400	0.814338235294118	335242	1	7910	1580	350	2.25	3	7	1989	0	0	90000	154000	98042	FALSE
"7153"	"2007-07-23"	399950	2329850160	"Single Family"	"2007-07-01"	434200	0.997702205882353	400871	1	5802	1700	0	2.5	3	7	1999	0	0	95000	195000	98055	FALSE
"7154"	"2006-05-05"	595000	2330000085	"Single Family"	"2006-05-01"	400600	0.920496323529412	646390	1	9860	2970	1400	2.5	5	8	1964	0	0	385000	231000	98005	FALSE
"7155"	"2007-10-16"	600000	2330000130	"Single Family"	"2007-10-01"	431300	0.991038602941177	605425	1	15520	2530	310	2	4	8	1964	0	0	434000	312000	98005	FALSE
"7157"	"2011-07-19"	549950	2330200015	"Single Family"	"2011-07-01"	314100	0.721737132352941	761981	1	10250	2920	1460	2.5	5	8	1960	0	0	424000	206000	98005	FALSE
"7158"	"2010-02-18"	543000	2330400045	"Single Family"	"2010-02-01"	350900	0.806295955882353	673450	1	12441	2560	860	2.5	3	9	1976	0	0	341000	271000	98005	FALSE
"7159"	"2006-10-10"	369375	2331300040	"Single Family"	"2006-10-01"	418300	0.961167279411765	384298	1	4356	1520	520	2	3	7	1917	0	0	266000	298000	98103	FALSE
"7160"	"2007-02-20"	895000	2331300415	"Single Family"	"2007-02-01"	427800	0.982996323529412	910482	1	3000	2140	0	2.25	3	9	1905	2006	0	239000	589000	98103	FALSE
"7161"	"2009-04-21"	668000	2331300505	"Single Family"	"2009-04-01"	365000	0.838694852941177	796476	1	4960	2320	600	3.5	5	7	1926	0	2	226000	469000	98103	FALSE
"7162"	"2009-12-14"	455500	2331300555	"Single Family"	"2009-12-01"	350600	0.805606617647059	565412	1	7440	1170	0	1	3	7	1916	0	2	240000	288000	98103	FALSE
"7163"	"2006-05-03"	1160000	2332700040	"Single Family"	"2006-05-01"	400600	0.920496323529412	1260190	1	11060	2870	0	1.75	4	9	1964	0	0	493000	270000	98005	FALSE
"7164"	"2007-05-31"	772000	2332700140	"Single Family"	"2007-05-01"	432100	0.992876838235294	777539	1	13630	2260	730	2	4	8	1968	0	0	363000	188000	98005	FALSE
"7165"	"2011-03-09"	289000	2333230200	"Single Family"	"2011-03-01"	321600	0.738970588235294	391085	1	6106	2270	0	2.5	4	7	2002	0	0	95000	237000	98058	FALSE
"7166"	"2012-10-16"	297500	2333230220	"Single Family"	"2012-10-01"	332400	0.763786764705882	389507	1	4733	2270	0	2.5	4	7	2002	0	0	95000	237000	98058	FALSE
"7167"	"2007-01-11"	510000	2337000020	"Single Family"	"2007-01-01"	425600	0.977941176470588	521504	1	9963	4200	1350	3.25	7	8	1963	1994	0	148000	295000	98023	FALSE
"7168"	"2013-10-23"	410213	2337000060	"Single Family"	"2013-10-01"	380400	0.874080882352941	469308	1	11340	2700	1350	2.5	4	8	1969	0	0	205000	182000	98023	FALSE
"7169"	"2006-06-30"	849671	2338800045	"Single Family"	"2006-06-01"	404400	0.929227941176471	914384	1	12135	3598	460	3.5	4	10	2005	0	0	178000	843000	98166	FALSE
"7170"	"2009-09-15"	852800	2344300122	"Single Family"	"2009-09-01"	351800	0.808363970588235	1054970	1	7215	2620	850	3.25	3	8	1980	0	1	442000	317000	98004	FALSE
"7171"	"2008-06-05"	1188000	2344300180	"Single Family"	"2008-06-01"	403200	0.926470588235294	1282286	1	10500	2430	0	2.5	3	9	1989	0	1	624000	323000	98004	FALSE
"7172"	"2007-09-24"	1175000	2344300220	"Single Family"	"2007-09-01"	433500	0.99609375	1179608	1	7597	2210	660	3.5	4	9	1977	2006	1	498000	484000	98004	FALSE
"7173"	"2006-12-14"	278000	2345500010	"Single Family"	"2006-12-01"	423400	0.972886029411765	285748	1	8600	2040	610	1.75	2	6	1985	0	1	70000	155000	98003	FALSE
"7174"	"2008-01-15"	262000	2345500040	"Single Family"	"2008-01-01"	421900	0.969439338235294	270259	1	7612	1400	460	1.5	3	6	1981	0	0	73000	104000	98003	FALSE
"7175"	"2006-11-21"	245000	2345500200	"Single Family"	"2006-11-01"	421200	0.967830882352941	253143	1	8772	810	0	1	2	6	1981	0	0	73000	94000	98003	FALSE
"7176"	"2006-09-01"	420000	2345700100	"Single Family"	"2006-09-01"	414800	0.953125	440656	1	6610	2190	0	2.5	4	8	2004	0	0	86000	273000	98003	FALSE
"7177"	"2009-07-01"	360000	2345700100	"Single Family"	"2009-07-01"	354400	0.814338235294118	442077	1	6610	2190	0	2.5	4	8	2004	0	0	86000	273000	98003	FALSE
"7178"	"2007-02-27"	493000	2345700130	"Single Family"	"2007-02-01"	427800	0.982996323529412	501528	1	6804	2590	0	2.5	4	8	2002	0	0	86000	300000	98003	FALSE
"7179"	"2007-05-08"	490000	2345700260	"Single Family"	"2007-05-01"	432100	0.992876838235294	493515	1	6305	2820	0	2.5	5	8	2003	0	0	86000	309000	98003	FALSE
"7180"	"2010-10-15"	387000	2345700260	"Single Family"	"2010-10-01"	334700	0.769071691176471	503204	1	6305	2820	0	2.5	5	8	2003	0	0	86000	309000	98003	FALSE
"7181"	"2006-11-01"	487000	2345700580	"Single Family"	"2006-11-01"	421200	0.967830882352941	503187	1	5507	2750	0	2.5	4	8	2004	0	0	86000	302000	98003	FALSE
"7182"	"2010-06-30"	399990	2345800040	"Townhouse"	"2010-06-01"	345800	0.794577205882353	503400	1	1970	1720	380	2.25	3	8	2010	0	0	244000	325000	98007	TRUE
"7183"	"2010-05-03"	435000	2346800005	"Single Family"	"2010-05-01"	347800	0.799172794117647	544313	1	8364	1710	0	1.5	3	7	1944	0	0	258000	216000	98136	FALSE
"7184"	"2006-08-03"	695000	2346800330	"Single Family"	"2006-08-01"	411100	0.944623161764706	735743	1	9380	2470	400	2.75	4	9	1914	0	0	229000	589000	98136	FALSE
"7185"	"2007-06-19"	940000	2346800510	"Single Family"	"2007-06-01"	433200	0.995404411764706	944340	1	10300	3080	1100	2.25	4	9	2000	0	0	314000	519000	98136	FALSE
"7186"	"2006-12-27"	410000	2349300040	"Single Family"	"2006-12-01"	423400	0.972886029411765	421427	1	1380	2020	940	1	2	7	1951	0	2	53300	213000	98136	FALSE
"7188"	"2012-03-27"	217000	2349300155	"Single Family"	"2012-03-01"	313600	0.720588235294118	301143	1	5080	720	0	1	2	6	1947	0	0	229000	88000	98126	FALSE
"7189"	"2009-10-07"	975000	2351300110	"Single Family"	"2009-10-01"	351200	0.806985294117647	1208200	1	41161	4480	0	3.25	6	9	1963	1985	0	801000	449000	98005	FALSE
"7190"	"2009-09-29"	705000	2351800005	"Single Family"	"2009-09-01"	351800	0.808363970588235	872132	1	4100	2470	1090	2	3	8	1961	0	0	274000	492000	98199	FALSE
"7191"	"2006-04-24"	595000	2354300090	"Single Family"	"2006-04-01"	396500	0.911075367647059	653074	1	9000	2440	1220	1.75	5	8	1949	0	0	343000	310000	98027	FALSE
"7192"	"2006-10-05"	700000	2354300090	"Single Family"	"2006-10-01"	418300	0.961167279411765	728281	1	9000	2440	1220	1.75	5	8	1949	0	0	343000	310000	98027	FALSE
"7193"	"2010-02-11"	475000	2354300090	"Single Family"	"2010-02-01"	350900	0.806295955882353	589114	1	9000	2440	1220	1.75	5	8	1949	0	0	343000	310000	98027	FALSE
"7194"	"2007-04-16"	350000	2354300445	"Single Family"	"2007-04-01"	430900	0.990119485294118	353493	1	6000	1880	0	1.75	4	6	1900	0	0	209000	81000	98027	FALSE
"7195"	"2008-06-24"	430000	2354300730	"Single Family"	"2008-06-01"	403200	0.926470588235294	464127	1	6000	2010	0	1.5	3	8	1912	0	0	209000	193000	98027	FALSE
"7196"	"2006-06-28"	374950	2354300910	"Single Family"	"2006-06-01"	404400	0.929227941176471	403507	1	7250	1260	0	1.75	3	6	1943	0	0	215000	149000	98027	FALSE
"7197"	"2008-05-29"	431800	2356800020	"Single Family"	"2008-05-01"	407400	0.936121323529412	461265	1	6650	880	0	1	2	6	1918	0	0	180000	213000	98117	FALSE
"7198"	"2011-09-23"	295000	2356800020	"Single Family"	"2011-09-01"	312000	0.716911764705882	411487	1	6650	880	0	1	2	6	1918	0	0	180000	213000	98117	FALSE
"7199"	"2007-05-21"	875000	2359300071	"Single Family"	"2007-05-01"	432100	0.992876838235294	881277	1	5215	2330	840	2.5	3	8	1951	0	0	420000	401000	98115	FALSE
"7200"	"2006-05-26"	706000	2366400040	"Single Family"	"2006-05-01"	400600	0.920496323529412	766978	1	39000	2660	0	2.5	4	8	1980	0	0	451000	247000	98052	FALSE
"7201"	"2006-06-06"	254500	2366800060	"Single Family"	"2006-06-01"	404400	0.929227941176471	273883	1	10050	1300	0	1	3	7	1955	0	0	73000	114000	98047	FALSE
"7202"	"2006-10-03"	245000	2368000005	"Single Family"	"2006-10-01"	418300	0.961167279411765	254898	1	10530	2100	0	1.5	3	7	1956	0	2	65000	150000	98001	FALSE
"7203"	"2006-03-15"	94000	2368100190	"Single Family"	"2006-03-01"	392100	0.900965073529412	104333	1	10578	2334	0	3	3	9	2010	0	2	65000	228000	98001	FALSE
"7204"	"2007-01-05"	309950	2369200005	"Single Family"	"2007-01-01"	425600	0.977941176470588	316941	1	9955	1300	0	1	3	7	1952	0	0	103000	201000	98055	FALSE
"7205"	"2012-07-22"	620000	2371700060	"Single Family"	"2012-07-01"	325300	0.747472426470588	829462	1	4800	2610	960	2.25	3	8	1946	0	0	368000	386000	98107	FALSE
"7206"	"2010-08-11"	168265	2372800050	"Single Family"	"2010-08-01"	339900	0.781020220588235	215443	1	9126	1060	0	1	3	7	1956	0	0	88000	122000	98022	FALSE
"7207"	"2011-12-02"	170000	2377000160	"Single Family"	"2011-12-01"	311900	0.716681985294118	237204	1	49658	1220	0	1.5	3	7	1966	0	0	139000	109000	98092	FALSE
"7208"	"2007-07-27"	290000	2377000200	"Single Family"	"2007-07-01"	434200	0.997702205882353	290668	1	23625	1830	570	1.5	3	7	1961	0	0	105000	154000	98092	FALSE
"7209"	"2006-09-28"	338000	2377100120	"Single Family"	"2006-09-01"	414800	0.953125	354623	1	40500	1600	0	1.75	3	7	1967	0	0	126000	165000	98092	FALSE
"7210"	"2007-02-27"	400000	2379300100	"Single Family"	"2007-02-01"	427800	0.982996323529412	406919	1	5768	1940	0	2.5	4	8	2001	0	0	87000	201000	98030	FALSE
"7211"	"2012-08-27"	245000	2379300300	"Single Family"	"2012-08-01"	327500	0.752527573529412	325569	1	5724	2260	0	2.5	4	8	2001	0	0	87000	220000	98030	FALSE
"7212"	"2006-09-29"	520000	2385200030	"Single Family"	"2006-09-01"	414800	0.953125	545574	1	5625	2380	0	2.5	3	9	1999	0	1	162000	258000	98059	FALSE
"7213"	"2007-05-18"	500000	2385200090	"Single Family"	"2007-05-01"	432100	0.992876838235294	503587	1	5284	2380	0	2.5	3	9	1999	0	0	169000	292000	98059	FALSE
"7214"	"2006-01-05"	803000	2386000110	"Single Family"	"2006-01-01"	383200	0.880514705882353	911967	1	95013	3180	0	2.5	3	10	1990	0	0	274000	464000	98053	FALSE
"7215"	"2007-06-13"	950000	2386000240	"Single Family"	"2007-06-01"	433200	0.995404411764706	954386	1	65556	3870	0	3.5	5	10	1994	0	0	278000	529000	98053	FALSE
"7216"	"2011-04-26"	1310000	2386000420	"Single Family"	"2011-04-01"	318700	0.732306985294118	1788867	1	107615	6280	640	3.25	4	11	1990	0	0	323000	863000	98053	FALSE
"7217"	"2006-12-19"	600000	2387000090	"Single Family"	"2006-12-01"	423400	0.972886029411765	616722	1	8969	4090	0	3.25	4	11	2008	0	0	661000	1125000	98004	FALSE
"7220"	"2007-11-19"	686000	2387400120	"Single Family"	"2007-11-01"	428400	0.984375	696889	1	6005	2500	0	2.5	4	9	2001	0	0	217000	425000	98033	FALSE
"7222"	"2008-04-14"	525000	2389100050	"Single Family"	"2008-04-01"	411700	0.946001838235294	554967	1	4224	1590	220	2	4	7	1942	0	0	222000	323000	98117	FALSE
"7223"	"2009-06-12"	399000	2391600025	"Single Family"	"2009-06-01"	357100	0.820542279411765	486264	1	4600	1700	850	2	3	7	1942	0	0	212000	203000	98116	FALSE
"7224"	"2006-12-12"	369950	2391600115	"Single Family"	"2006-12-01"	423400	0.972886029411765	380260	1	4600	1760	880	2	3	7	1942	0	0	212000	232000	98116	FALSE
"7225"	"2006-06-22"	361000	2391600205	"Single Family"	"2006-06-01"	404400	0.929227941176471	388495	1	5750	1740	870	2	3	7	1912	0	0	229000	221000	98116	FALSE
"7226"	"2007-11-02"	397500	2391600320	"Single Family"	"2007-11-01"	428400	0.984375	403810	1	5060	1040	0	1	3	7	1941	0	0	229000	149000	98116	FALSE
"7227"	"2010-04-29"	310000	2391600330	"Single Family"	"2010-04-01"	349100	0.802159926470588	386457	1	5060	810	0	1	2	6	1941	0	0	229000	185000	98116	FALSE
"7228"	"2007-07-11"	500000	2391600415	"Single Family"	"2007-07-01"	434200	0.997702205882353	501152	1	5750	1620	810	1.75	3	7	1947	0	0	275000	196000	98116	FALSE
"7229"	"2011-01-25"	263500	2391600455	"Single Family"	"2011-01-01"	328100	0.75390625	349513	1	5750	840	0	1	2	6	1947	0	0	229000	115000	98116	FALSE
"7230"	"2007-05-04"	402000	2391600555	"Single Family"	"2007-05-01"	432100	0.992876838235294	404884	1	5750	870	0	1	2	7	1947	0	0	229000	177000	98116	FALSE
"7231"	"2006-02-08"	477500	2391600705	"Single Family"	"2006-02-01"	387600	0.890625	536140	1	5750	1330	440	1.5	3	7	1947	0	0	248000	246000	98116	FALSE
"7232"	"2006-12-14"	495000	2391600845	"Single Family"	"2006-12-01"	423400	0.972886029411765	508795	1	6250	3100	1550	2.5	4	7	1968	2010	1	223000	405000	98116	FALSE
"7233"	"2011-03-30"	525000	2391600845	"Single Family"	"2011-03-01"	321600	0.738970588235294	710448	1	6250	3100	1550	2.5	4	7	1968	2010	1	223000	405000	98116	FALSE
"7234"	"2010-09-22"	425000	2391600940	"Single Family"	"2010-09-01"	337200	0.774816176470588	548517	1	2875	1650	0	2.5	3	7	1997	0	0	136000	299000	98116	FALSE
"7235"	"2007-01-02"	1000000	2391601390	"Single Family"	"2007-01-01"	425600	0.977941176470588	1022556	1	9875	3380	1130	3.75	3	8	1910	0	0	303000	447000	98116	FALSE
"7236"	"2008-10-06"	1055000	2391601390	"Single Family"	"2008-10-01"	390600	0.897518382352941	1175463	1	9875	3380	1130	3.75	3	8	1910	0	0	303000	447000	98116	FALSE
"7237"	"2007-06-01"	980000	2391601505	"Single Family"	"2007-06-01"	433200	0.995404411764706	984524	1	5750	2550	1300	2.5	3	7	1939	0	0	317000	436000	98116	FALSE
"7238"	"2009-04-10"	390000	2391601705	"Single Family"	"2009-04-01"	365000	0.838694852941177	465008	1	2875	1800	690	2.5	2	7	1993	0	0	168000	322000	98116	FALSE
"7239"	"2006-02-02"	622300	2391601895	"Single Family"	"2006-02-01"	387600	0.890625	698723	1	5750	3330	660	2.5	3	8	1997	0	0	252000	482000	98116	FALSE
"7240"	"2007-06-07"	514000	2391601965	"Single Family"	"2007-06-01"	433200	0.995404411764706	516373	1	6000	1950	850	2	3	7	1955	0	0	238000	324000	98116	FALSE
"7241"	"2006-05-16"	446000	2391602155	"Single Family"	"2006-05-01"	400600	0.920496323529412	484521	1	5750	1670	0	1.75	3	7	1947	1984	0	229000	244000	98116	FALSE
"7242"	"2009-07-30"	329000	2391602185	"Single Family"	"2009-07-01"	354400	0.814338235294118	404009	1	5750	870	0	1	2	6	1947	0	0	229000	132000	98116	FALSE
"7243"	"2012-01-09"	350000	2391602250	"Single Family"	"2012-01-01"	311600	0.715992647058823	488832	1	5750	1770	0	1.5	4	7	1947	0	0	229000	247000	98116	FALSE
"7244"	"2008-09-19"	414000	2391602320	"Single Family"	"2008-09-01"	394900	0.907398897058823	456249	1	5750	1010	0	1	2	7	1942	0	0	229000	200000	98116	FALSE
"7245"	"2006-04-28"	458500	2391602460	"Single Family"	"2006-04-01"	396500	0.911075367647059	503251	1	5750	1130	0	1	3	7	1918	0	0	229000	197000	98116	FALSE
"7247"	"2006-06-01"	386000	2392100035	"Single Family"	"2006-06-01"	404400	0.929227941176471	415399	1	5750	2040	1020	1.5	3	6	1915	1992	0	221000	270000	98116	FALSE
"7248"	"2007-07-11"	452000	2392100090	"Single Family"	"2007-07-01"	434200	0.997702205882353	453041	1	6500	1570	650	1.75	3	7	1948	0	1	235000	212000	98116	FALSE
"7253"	"2009-06-19"	425000	2394600157	"Townhouse"	"2009-06-01"	357100	0.820542279411765	517950	1	1840	1530	290	2.25	3	8	2008	0	0	128000	294000	98144	TRUE
"7254"	"2010-06-09"	207000	2394600170	"Single Family"	"2010-06-01"	345800	0.794577205882353	260516	1	4000	860	0	1.5	2	6	1917	0	0	204000	173000	98144	FALSE
"7255"	"2006-02-14"	384000	2395710020	"Single Family"	"2006-02-01"	387600	0.890625	431158	1	6495	2420	0	2.75	4	8	2005	0	0	115000	271000	98038	TRUE
"7256"	"2007-08-24"	397500	2395710020	"Single Family"	"2007-08-01"	434600	0.998621323529412	398049	1	6495	2420	0	2.75	4	8	2005	0	0	115000	271000	98038	FALSE
"7257"	"2006-02-21"	362000	2395710070	"Single Family"	"2006-02-01"	387600	0.890625	406456	1	6791	2230	0	2.25	4	8	2005	0	0	111000	252000	98038	TRUE
"7258"	"2006-02-22"	399950	2395710100	"Single Family"	"2006-02-01"	387600	0.890625	449067	1	6630	2630	0	2.5	4	8	2005	0	0	111000	272000	98038	TRUE
"7259"	"2010-01-06"	350000	2397100275	"Single Family"	"2010-01-01"	350800	0.806066176470588	434208	1	3600	3210	1080	3.25	4	9	2015	0	1	342000	648000	98119	FALSE
"7260"	"2008-03-17"	795000	2397100605	"Single Family"	"2008-03-01"	415100	0.953814338235294	833496	1	2400	1790	620	1.75	3	8	1913	0	0	312000	362000	98119	FALSE
"7261"	"2006-06-02"	630000	2397100665	"Single Family"	"2006-06-01"	404400	0.929227941176471	677982	1	3600	2420	1210	2	4	7	1928	0	0	382000	371000	98119	FALSE
"7262"	"2011-05-12"	700000	2397100685	"Single Family"	"2011-05-01"	316900	0.728170955882353	961313	1	3600	2740	1040	2.5	4	8	1907	0	0	382000	516000	98119	FALSE
"7263"	"2007-04-18"	610000	2397100801	"Single Family"	"2007-04-01"	430900	0.990119485294118	616087	1	3600	1810	0	1.5	3	8	1906	0	0	382000	268000	98119	FALSE
"7264"	"2006-10-06"	819000	2397100916	"Single Family"	"2006-10-01"	418300	0.961167279411765	852089	1	4800	1830	0	2.75	4	8	1907	0	0	458000	448000	98119	FALSE
"7265"	"2007-06-05"	692500	2397101015	"Single Family"	"2007-06-01"	433200	0.995404411764706	695697	1	3000	2280	780	2.75	5	8	1921	0	0	353000	509000	98119	FALSE
"7266"	"2006-06-01"	650000	2397101050	"Single Family"	"2006-06-01"	404400	0.929227941176471	699505	1	3600	1550	530	1.75	3	7	1906	0	0	382000	307000	98119	FALSE
"7267"	"2009-02-19"	1375000	2397101185	"Single Family"	"2009-02-01"	374400	0.860294117647059	1598291	1	5400	3520	1120	3.5	5	9	2008	0	0	508000	709000	98119	FALSE
"7268"	"2008-10-16"	655000	2397101270	"Single Family"	"2008-10-01"	390600	0.897518382352941	729790	1	3600	1420	0	1.75	3	7	1904	0	0	382000	252000	98119	FALSE
"7269"	"2007-05-22"	585000	2397101345	"Single Family"	"2007-05-01"	432100	0.992876838235294	589197	1	3600	1690	200	2.5	3	8	1907	0	1	342000	452000	98119	FALSE
"7270"	"2006-06-12"	899000	2397101385	"Single Family"	"2006-06-01"	404400	0.929227941176471	967470	1	3600	2470	720	2.75	5	8	1908	0	1	342000	564000	98119	FALSE
"7271"	"2008-02-19"	705000	2397101405	"Single Family"	"2008-02-01"	418400	0.961397058823529	733308	1	3600	2040	0	2.5	3	8	1990	0	1	342000	492000	98119	FALSE
"7272"	"2011-09-28"	285000	2397101410	"Single Family"	"2011-09-01"	312000	0.716911764705882	397538	1	1515	880	0	1	1	7	1918	0	0	256000	214000	98119	FALSE
"7273"	"2010-08-17"	558000	2397101460	"Single Family"	"2010-08-01"	339900	0.781020220588235	714450	1	3600	1313	0	2	2	9	1904	2012	1	342000	443000	98119	FALSE
"7274"	"2009-07-16"	379000	2402100175	"Single Family"	"2009-07-01"	354400	0.814338235294118	465409	1	3000	980	0	1	2	6	1907	0	1	175000	191000	98103	FALSE
"7275"	"2007-10-12"	662500	2402100305	"Single Family"	"2007-10-01"	431300	0.991038602941177	668491	1	6000	1690	0	2	4	7	1940	0	0	372000	219000	98103	FALSE
"7276"	"2007-11-28"	359000	2402100335	"Single Family"	"2007-11-01"	428400	0.984375	364698	1	4000	1040	250	1	3	6	1919	0	0	257000	159000	98103	FALSE
"7277"	"2012-09-11"	589000	2402100675	"Single Family"	"2012-09-01"	329600	0.757352941176471	777709	1	6000	2050	500	3.75	3	7	1910	0	0	414000	310000	98103	FALSE
"7278"	"2007-05-02"	581000	2402100895	"Single Family"	"2007-05-01"	432100	0.992876838235294	585168	1	6000	1620	580	1.75	33	7	1947	0	0	414000	209000	98103	FALSE
"7279"	"2006-05-30"	625000	2405500070	"Single Family"	"2006-05-01"	400600	0.920496323529412	678982	1	8879	2630	0	2.5	4	10	1990	0	0	265000	420000	98074	FALSE
