RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05
Rockwall,TX,Dallas-Fort Worth,48,397,116800,120300,123100,124000,124800,125700,126400,126500,126500,127200,128400,130000,131200,131500,131000,131100,132100,133300,133900,134200,134300,134500,134900,135400,135200,134700,134500,134900,135200,135300,135500,136100,136900,137900,138700,139300,139800,140400,141100,141800,142300,142800,143600,144600,145400,146100,146600,146700,146200,146100,146500,147500,148700,149400,150200,151100,151600,151900,152800,153900,154700,155100,155500,155900,156500,157500,158700,159800,160700,161200,161600,162300,162900,163200,163400,163500,163300,163200,163200,163000,162400,162300,162600,162600,162200,162400,162800,162800,162000,161400,161300,161200,162100,163200,163400,162900,163800,165200,166100,167100,168500,169600,170700,171300,171600,172400,174300,176100,177200,178000,178400,178900,179400,179400,178800,179000,179600,180000,180300,180800,181200,181400,181300,181100,181300,181800,182100,182700,183400,183200,182500,182800,183500,184200,184600,185600,186800,187600,187800,187700,187200,186700,186200,185200,183400,182000,181200,180300,179300,178700,178000,177100,176000,175100,174100,172900,171900,171100,170600,170100,169900,170100,170400,170200,170600,169700,169100,170200,172200,172400,172100,172000,171600,171000,170700,170100,169300,169700,169600,169300,169300,168800,168000,167500,166800,166600,167000,167300,167300,167600,167600,167200,166200,165900,166700,167600,168200,167600,167400,168500,170000,171400,173100,173900,174300,175600,176700,178200,179500,179500,179200,179600,180300,181300,182600,181900,180300,180800,183200,184600,186100,188400,190300,191600,192700,194300,196600,199900,203300,205700
Frederick,VA,Winchester,51,69,113800,113900,112700,111800,111900,112000,111900,111800,111500,111700,112200,113000,113300,114000,114600,115200,116100,117400,118400,119300,120200,120500,119900,119100,118900,119300,120100,120300,119600,118500,118500,119500,121100,122300,123200,124000,125200,125700,126500,128800,131500,133000,133600,134000,134400,135000,136000,136600,136400,136300,135700,135200,136900,139900,141900,142400,142800,144100,145700,146500,148200,151000,153700,153500,150600,147500,146100,145800,145900,146400,148100,150200,151000,151400,152300,153700,155600,158000,160700,163000,164300,165000,165600,166300,167000,168400,171000,174400,177100,179600,182000,185200,189300,193700,197800,202400,207200,211300,215500,220700,226300,232300,239100,245700,251300,256700,262300,267900,273500,279000,283200,287200,292000,297100,300600,302800,305100,306900,306800,306800,307400,307800,307500,306300,303000,298000,293300,290200,287900,286100,284700,283100,281700,280200,277600,274900,272400,269200,266300,263500,260800,258500,256100,252100,246600,240500,234700,229200,224500,221700,218400,214700,211300,207900,204100,200900,198100,196100,194400,193200,192800,192300,191300,189900,188300,187000,186500,186400,186700,186800,186900,187000,187200,187200,187300,187100,186500,185500,185100,184900,184300,183200,182500,182600,182900,182900,183100,183500,183700,183900,184100,184500,185700,186800,187700,188300,189000,189500,190100,190700,191400,192000,192200,192300,192600,193900,195900,197800,198800,199500,200300,201400,202400,203500,204200,204700,205600,207200,208400,208900,209400,210300,211500,212700,213600,214300,215800,217900,219300,219900
Lincoln,NC,Lincolnton,37,109,95900,96400,96500,96600,96300,96500,97100,97800,98300,99200,100700,101800,102400,103000,104100,105300,106500,107700,108000,107500,107300,107800,108200,108200,107900,108200,108700,109200,109900,109700,109100,109100,109400,109900,110200,110500,111300,112100,112600,113100,113700,114400,116000,117700,119200,120100,120700,120900,120900,121300,121900,122200,122300,122700,123000,123000,123100,,123300,124200,125700,126400,125700,124900,124700,124800,125300,125900,126400,126700,127400,128200,128400,128600,129100,129600,129100,128800,129100,129600,129900,130000,129200,127700,126700,126500,126400,126700,127800,128800,128900,128400,128200,128500,129300,130300,131200,131900,132700,133300,133800,134300,134700,135200,136000,136800,136900,136400,136000,136400,137300,138100,138700,139400,140000,140500,141100,141700,142700,144700,147100,148400,149500,151200,152800,153700,154500,155200,155600,156600,157600,158300,158400,158600,158500,157900,156800,155600,154900,154400,153700,153000,152900,152700,152400,152200,151700,150900,150400,150500,150600,151000,151200,150900,150000,149400,149100,149000,149000,148900,149000,149600,150800,151700,152300,152900,153500,153300,152600,152100,151600,151100,150900,150100,148600,147200,146100,144700,143500,142400,141400,140400,140000,139900,139900,140100,140500,140800,141300,142000,142400,142700,143300,144000,144600,145400,146300,146900,146900,146700,146400,146300,146500,147100,148400,149500,150200,150800,151300,151900,153100,154200,155300,156300,157000,157700,158600,159100,159300,159300,158800,158000,157400,157200,156900,156600,156600,156400,155300,154200
Franklin,WA,Kennewick,53,21,87300,90200,90500,88700,87700,88000,88200,88300,87900,87900,88200,88200,87800,88000,88400,88900,88700,88100,88000,88600,89500,90000,90200,90200,89300,87900,87600,88700,89700,90300,90500,90400,90500,91200,91900,92500,93400,94400,95100,96100,97000,98200,99200,99800,100500,101500,101900,102000,102300,102200,101800,101300,101300,101400,101500,101200,100900,100800,101200,101900,102700,103600,104800,106000,106800,106900,107200,107500,107800,108500,109000,109300,109600,110900,112000,112500,112900,113500,114200,115000,115100,114900,115700,116900,116500,115000,114400,114700,115200,115400,115700,116300,117300,118200,118500,118300,118000,118200,118400,118700,118900,119500,120100,120800,121500,122600,123300,124000,125000,126000,126500,126800,127200,127600,127700,127700,127700,128000,128600,129500,130700,131800,132500,132700,132800,132800,133000,133300,133900,134000,133600,133200,133300,133700,133900,133400,133000,132800,132700,132300,132100,132200,132300,132100,131700,131500,131700,132600,133900,135100,136000,136800,137000,136700,136700,136800,136800,137000,137400,137700,137800,138100,138800,139800,140500,140900,141400,142100,142800,143200,143800,144800,145500,145700,145900,146300,146400,146400,146600,147200,147500,147600,147800,148200,148500,148500,148000,147200,147100,147700,147700,146900,146300,146300,146200,145700,145300,145200,145100,144900,144600,144200,143800,143700,144000,144700,145600,146300,146900,147800,148700,149600,150300,151300,152500,153700,154200,154100,154000,153700,153200,153000,152900,153100,153500,154400,155700,157100,158200,159100
Somerset,PA,Somerset,42,111,76600,75200,73700,73200,71600,66500,61400,58500,57100,56500,56400,56100,55900,56300,57400,58300,59300,61000,61700,61300,60800,60700,61100,61800,61700,61100,59900,58100,56600,55900,55600,56300,57300,57700,57700,57900,58100,57800,58900,60700,63300,66300,69500,70600,70200,69100,69100,69300,69300,69700,70500,71000,68900,64800,62600,62700,62500,63200,63700,63800,64100,65400,65400,64300,63600,63900,64300,64900,65700,66100,66100,66000,65700,65100,65300,66200,67500,69500,71600,72900,73700,73800,73800,74900,76500,78000,78500,78800,79200,79300,79200,78700,78100,77800,76900,75000,73600,73900,75700,78500,81100,82000,81900,81000,80400,81400,84300,87400,89400,90100,88800,86700,86100,87600,87600,88500,90700,91700,91200,91100,90200,88600,87800,87400,87400,88400,90000,90400,89500,88000,87300,88100,89400,90000,90600,91600,92800,94100,94800,94500,95200,97200,98600,98200,97400,98200,99300,99300,97100,95000,95900,98200,101200,104200,105800,105400,105900,105600,104300,102700,101500,100500,100200,100400,100000,99500,99400,100900,105200,109500,113300,118500,122900,123800,123300,122400,120900,119500,118400,118400,117000,113700,110500,109000,108400,107700,105200,102100,99700,99400,100700,101200,100900,101200,100400,100300,101000,102400,105100,108400,110000,110600,111000,110400,109700,108900,108000,106100,104200,102200,101500,103800,106700,106100,104300,101700,98500,98300,100100,100400,100600,100700,99500,97700,95500,93300,91800,91100,90400,89700
Kosciusko,IN,Warsaw,18,85,84900,85100,85400,86200,86500,86800,87500,88000,88200,88600,88900,88700,88500,88800,89600,89600,88900,88300,87700,87300,87200,86800,86500,86500,86500,86700,87200,87700,88400,89300,90300,91000,91600,92300,93200,93900,94500,95200,95700,95800,95600,95500,95500,95700,96400,97300,98400,99800,101100,101500,100900,100900,101800,103200,104700,106300,107900,109000,109300,109700,110000,110200,110100,110000,110100,110300,110000,110100,110200,110700,111700,112900,113700,114100,114400,116100,119200,121200,121500,120700,120500,120700,120200,118700,117500,116600,116100,116000,115800,116200,117500,118700,119400,119800,120400,120700,120700,121500,123500,124600,124500,124500,125500,126500,126300,125600,125500,126900,129400,131600,132600,132400,131200,130000,129600,129700,130400,131700,132700,132400,131800,132100,133100,134300,135800,136400,135400,134800,134400,133700,132900,133100,133300,133700,133800,133900,133900,133900,134000,134300,134300,134100,134200,134300,134000,133400,133300,133400,133200,132500,132000,131700,131100,130400,129800,129100,128000,127100,126100,125500,125500,125700,125800,125500,126300,127300,128200,128600,128800,128200,127800,126900,126200,126200,126700,127200,127600,128200,128800,128500,127200,125400,124000,124100,124900,125900,125300,123500,121700,121500,121400,121200,122000,123500,124600,125400,125400,124900,124700,124900,126800,127800,127400,126700,125300,124900,127200,128200,127400,127500,127900,127800,128200,128400,128300,130900,137400,141000,138500,135700,135400,136000,137900,140800,141900,142000,143000,143500,142800,142700
Cheshire,NH,Keene,33,5,88400,89200,89600,89700,90200,90400,89500,87800,86400,85900,85900,85900,85800,85700,85700,85600,85200,85300,86200,87600,88800,89600,90000,89900,89700,89900,90500,91100,92000,92800,93300,93500,93600,93900,94500,95200,95700,96000,96200,97200,98500,99000,99100,99300,100000,101200,103300,105900,107500,107800,107900,107900,108000,108900,110300,111800,113300,114600,115400,115700,116100,117400,118700,119700,120300,121000,122000,123100,124000,125200,126700,128100,129700,131600,133700,136300,138700,140600,142200,144000,145800,147600,149400,151300,153000,154700,156100,156900,157500,158700,160500,162500,164400,165800,166600,167800,169600,171700,173400,174700,176200,178100,179900,181600,183000,184300,185800,186700,188200,190400,192700,194300,195600,196300,196600,196700,196300,195800,195600,195400,195100,195900,198000,199800,200700,201300,202000,202500,203000,203500,203500,203400,202100,198700,195900,195500,196000,195800,194800,193500,192700,192600,192400,191900,191700,191100,189400,186800,184500,182900,182200,181400,180500,179800,179300,178400,177300,175800,174100,173200,172800,172400,172000,172300,172600,172800,173100,173900,174600,174700,174200,173400,172900,172600,172100,171500,171200,170500,169300,167500,165200,163500,162300,161400,160600,160200,159600,159000,158100,157000,156500,156900,157700,158000,158000,157500,156800,156100,155400,154800,154600,154400,154000,153500,153300,154100,155600,157000,157800,158600,159600,160600,161800,163400,164500,165600,167600,170200,172100,173300,173800,173400,172800,172000,171000,169800,169200,169000,169100,169300
Erie,OH,Sandusky,39,43,90300,88800,88800,88700,88800,89100,88900,88500,88700,89300,89700,90300,91000,91600,92100,92800,93200,93500,94100,95100,96000,96400,96700,97400,98300,99000,99200,99300,99500,99900,100400,101100,101800,102600,103100,103700,104300,104900,105600,105900,105600,105100,104600,103900,103300,103100,103000,103200,103600,104100,104400,104900,105700,107000,108000,108600,109300,110000,110500,111400,112100,112500,113300,114400,115200,116200,117100,117600,118000,118500,118700,118900,119900,120900,120500,119600,118900,118000,117800,118200,118400,118000,117800,118000,118600,119000,119300,120200,121200,121600,121900,122100,122600,123500,123900,123900,123600,123300,123500,124300,125000,126200,127300,128400,129400,130400,131500,132100,131800,131200,130800,130200,129900,129800,129500,129300,129200,129200,129100,128600,127800,126800,126200,125500,124800,124100,123700,124000,124300,124500,125400,126200,126500,126700,126900,126300,124600,123000,122000,121500,121200,119800,117900,116200,115000,113700,112200,110300,108500,106400,104300,102300,100800,100400,99900,99500,99700,100100,100700,102100,103600,105500,107200,107400,106300,104500,103200,102700,102600,103000,104300,106600,108800,109400,107600,104700,101800,99400,97300,95800,95600,96200,96100,95200,95000,95600,97500,100100,102700,105300,107300,108800,109900,110100,109300,108700,108600,108600,108400,108100,107700,107200,107400,108700,110400,111000,110600,110400,110600,111000,111800,113800,116700,119800,122300,123000,122400,121700,121600,121100,120000,118900,118600,118900,119200,119300,119200,118600,116600,114300
Bartholomew,IN,Columbus,18,5,75800,77700,79200,79900,79800,79500,79500,79300,79200,79500,80300,80900,80900,80900,81600,82700,84100,85400,86000,87100,89000,90900,91800,92300,92600,93000,93400,93600,93800,94400,95200,95700,96000,96400,96800,96400,95500,94600,94200,94100,94200,94400,94600,94900,95200,95600,96300,96900,97300,97600,97700,98200,99200,99900,100500,101100,100700,99900,100000,100400,100100,99800,100200,100300,100000,99900,100300,100700,101000,101200,101700,102200,102700,103600,103800,103600,103400,103200,102600,102500,103000,103700,103800,103800,104100,104800,105200,105400,105500,105900,106200,106400,106900,107500,107700,107300,108000,108400,108000,108600,110100,110000,109600,110200,110900,111500,111600,111800,114200,117500,118500,118200,119200,121900,123000,122500,121100,119100,116100,115500,113300,110700,111500,113400,111500,109800,110100,110000,110900,112900,117900,122200,122400,119200,117100,115500,114800,114400,114200,114400,114400,114000,113300,112500,113000,114200,115300,116000,116700,116500,116100,115700,115400,115100,114400,113200,112500,112400,112100,112000,112500,113100,113500,114000,113500,112300,111600,110900,109900,109700,109300,108600,108100,107800,107800,107300,107200,107600,107400,106500,106200,106400,106900,107300,107400,107400,107800,108400,108800,109300,109500,108700,108200,108700,109300,110000,110600,110900,111100,112100,113000,113200,113300,113200,113500,114900,114500,113100,113200,113500,112300,112000,112400,112500,112200,115200,119800,122400,122900,123900,125100,126000,126400,126300,126200,126900,128100,128900,128900,128800
Lancaster,SC,Lancaster,45,57,75300,76800,78100,77600,77000,78200,79500,79500,78300,76400,74300,73000,71700,70500,69400,69100,69700,70900,71500,71600,71600,71900,72700,73600,74300,74400,73900,74000,74200,73700,73000,72200,71900,72500,72400,70800,69100,68400,68600,69300,69500,69400,70200,72500,75400,77800,79600,81200,82500,83700,85800,88400,90400,91300,92000,92900,93800,95200,96800,97600,99000,101600,103400,104200,104600,104300,103900,104000,104500,105000,105600,106600,107800,108300,108600,108500,108400,109000,110000,110400,110100,109800,110300,111100,111600,111500,111100,110900,111000,110600,110600,111600,113100,113500,113200,113100,112800,112300,111700,111500,111300,111000,111700,113600,115500,116700,117700,118900,120400,121900,122900,123800,124900,126600,125400,121200,117100,116300,117100,118000,118500,119500,121000,122100,123000,123700,125200,127200,127900,127500,127300,126900,127000,127200,126900,126300,126900,128400,129600,129400,129200,129200,129200,128600,127300,125700,125000,125700,126700,127700,128900,130300,132000,133700,134400,134800,135400,136000,136500,136700,136400,135400,134000,133200,132800,132700,132100,131000,130000,129400,129200,129100,129200,129200,129100,129600,130700,131500,131500,131700,131800,131800,131100,129600,127500,126400,126800,127300,126800,126100,125900,125800,125700,125300,125600,125600,124900,124000,123200,122900,123300,123900,124500,124800,125300,125900,126900,128400,130000,130800,131600,133500,135000,134900,133900,133800,135100,136400,136500,135300,133700,132200,130800,129400,128600,128000,128400,129300,129600,129200
Valencia,NM,Albuquerque,35,61,79200,77900,76900,76100,76100,76000,74900,74100,74700,74600,73200,72400,72500,72400,72200,72500,73300,75100,77300,79400,80800,82700,83300,82900,82900,84000,85100,85900,86300,86300,85500,84500,84600,85200,86100,86500,86400,86200,87100,88600,89500,89200,88300,87500,87100,87300,87400,87600,88500,89400,89700,89900,89300,89000,90500,92400,92600,92800,94500,96000,96400,96300,95900,94400,92600,91600,91000,90400,89400,88700,88100,87800,88400,89600,90600,92100,94200,95800,96800,97000,96900,96700,96100,95600,96000,96700,96200,95100,94400,94100,93900,94500,95200,94700,95200,96100,95200,93000,91700,90900,90700,90400,89800,89500,89800,90300,90500,90500,90600,91300,92700,94200,95300,95800,96300,96800,97600,98100,98000,97600,97400,97500,97600,97900,98100,98500,99100,99500,99600,100200,101000,102100,103400,104400,105200,105700,105800,106400,107000,107200,107000,106700,106500,106300,106200,106200,106100,106000,106600,107500,108400,109400,110400,111500,112600,113700,115000,116200,117300,118000,118300,118200,117900,117700,117500,116600,114800,113500,113200,113100,112400,112800,114000,114300,113300,110300,107600,107700,109800,112000,113700,114200,113100,111300,110600,111500,112100,114700,116400,116400,115700,114000,109700,108700,110100,111200,110800,109400,108400,108200,109100,108800,107000,104000,103000,102400,103100,103700,103200,102000,101800,100900,99800,100100,101200,104100,107200,107300,105800,105200,104500,103800,104100,105500,107900,110200,111800,112400,112100,111800
Van Buren,MI,Kalamazoo,26,159,67600,69400,71200,72700,73700,74600,75400,76500,77200,77400,77300,77400,77200,76300,75000,74500,74600,74500,74600,75500,76300,77200,78700,79500,80100,81300,82500,82900,83500,84000,84200,84300,84400,84400,84800,85500,85500,85400,85900,86500,86800,87600,88100,88000,87400,87400,88000,88600,89400,90700,92100,93200,93700,94300,95800,97600,98500,98700,99100,99300,99000,98300,97700,98200,100000,101600,102400,102400,102200,102400,103100,103600,103600,104200,104800,104800,104600,104700,105100,105400,107300,110100,110600,110000,110500,110400,109800,109700,108700,107400,106600,106400,107000,108400,110000,111500,112800,113800,114200,114000,114000,114700,115500,115800,115300,114600,115000,115800,116000,116300,117100,118300,119300,119800,120300,120500,119900,119200,119000,118400,117500,117400,117900,118700,120200,121300,121500,120200,118300,117000,116300,116000,116600,117400,117700,118100,118100,117100,115600,117300,120800,122100,120300,119800,119300,118900,118000,116800,114600,113200,113100,112900,111900,111500,111500,111100,110500,109600,108500,107600,107500,107600,107900,107700,107900,108100,108500,108400,108100,107000,105900,105000,104100,103400,103000,102700,102200,102000,102500,102900,103300,103400,102700,101500,100600,99600,98500,97200,95800,94800,94400,94300,93800,93700,94900,96700,98700,100300,100900,101800,102800,103000,103100,104100,105500,106800,108100,109300,110000,110900,112800,114000,114300,114600,115100,114900,114500,114900,115400,115600,116300,117100,116700,115500,115000,115100,115000,114300,113800,113500
Umatilla,OR,Pendleton,41,59,84400,84200,84500,84500,84500,84800,85300,85500,85100,84300,83700,83500,83600,83600,83800,84200,84900,85700,86600,87200,88000,89200,90700,92200,93500,93900,93500,93100,92800,93000,93200,93300,93000,92700,92700,92700,92800,94000,95500,96800,97600,97500,96700,96600,96900,97500,98100,98500,98700,98900,99100,98900,98500,98600,99000,100100,101300,101300,101100,101400,100700,100000,99500,99500,99800,100600,100900,100900,101400,102300,103000,102900,102800,102600,102100,101200,100700,101300,102700,103900,104600,105000,105000,105100,105600,105600,106200,107900,108400,107600,107000,105900,104600,103600,103200,103100,104200,106000,107400,108300,109400,108300,106500,106500,108300,109300,110300,111200,112100,112600,113300,113300,113600,115500,117600,118200,118400,119200,120100,120800,121400,121800,121700,122100,123200,124300,125100,126000,126300,126300,126600,126600,126500,126800,127300,127600,128300,129400,130400,130800,130900,131200,131800,132400,132700,132800,133000,133000,132700,132100,131600,131400,131600,132100,132400,132500,132100,131200,130800,130600,130100,129900,130400,130900,131100,131400,131600,131600,131700,132100,132300,132500,132700,132800,133100,133700,134200,134300,134200,133900,133300,132900,132700,132000,131200,130600,130100,129300,128600,128400,128200,127700,127400,127500,127800,128300,129100,129600,129800,129800,129600,129500,129900,131100,132200,132800,133400,134300,135200,136200,137400,138700,139900,141100,141900,143100,145200,147600,149000,149800,150200,150500,150500,150400,150200,149500,148700,149000,150200,150900
Cape Girardeau,MO,Cape Girardeau,29,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163000,163800,163700,159300,157700,153300,149700,146400,147200,146400,143200,141500,140800,136200,135200,141600,146000,146400,146300,144100,141900,148200,154500,154200,157300,163400,165700,169100,169600,176600,183200,184000,182600,181700,174900,176800,185000,192400,198100,200900,204400,205500,202800,196600,190300,184300,181500
Lewis,WA,Centralia,53,41,101200,101800,102600,103600,104400,104900,105400,106000,106400,106400,106600,106700,105400,103200,101800,100600,99100,98000,96700,94900,93200,92100,91000,90300,90500,91300,91000,90200,88400,85800,83600,83500,84600,86500,88400,89900,91300,92200,93400,94500,95500,96300,97400,98100,97800,97600,97600,96700,95300,94200,93200,93100,93900,95100,95900,95900,96100,96900,97900,99000,99700,100000,100300,100400,100500,100800,101000,101000,101100,101100,101300,101900,102600,103100,103600,104500,105200,105000,104700,105000,105700,106300,106200,105600,105200,106100,107200,108000,109100,111000,113000,114500,115700,116600,117700,119000,120400,121500,122800,124000,124900,126200,128000,129700,130900,131800,132200,133300,135800,138500,140100,141400,142900,144600,146600,148800,151100,152700,154300,156100,157900,159600,161700,163900,165900,167500,168600,169700,170700,171600,172500,173100,173200,173800,174300,174300,174200,174200,173800,173200,172900,173400,174200,174600,174300,173400,172100,171000,170200,169200,167700,165500,163800,163100,162800,161700,160300,158400,156700,155500,155200,155400,155800,156300,156600,157300,157800,158100,157900,157400,156800,156500,155400,153800,152400,151300,150200,148800,147000,145300,143800,142500,141800,141400,140600,139400,138800,138900,139300,139300,138900,139100,139800,140600,141500,142300,143100,144000,143900,143200,142100,141300,141200,141500,141200,140700,140700,140900,140700,140600,141600,142600,142800,143000,143400,143800,144700,146200,147000,147200,147900,148300,148300,148700,149700,150300,150500,150400,150500,150700
Natrona,WY,Casper,56,25,,,,,,,,,,,,,,,,,,,,,,,,,84400,83200,82500,82300,82100,81700,81500,81700,81800,81600,81500,81700,82500,83600,84900,86000,86500,86700,86900,87200,88000,88800,89800,90400,90200,89500,88900,88700,89300,90400,91600,92900,94200,95100,95500,95800,96500,97700,98700,99200,99400,99800,100100,100400,100600,100900,101400,101800,101600,101500,101400,101700,102200,102400,102300,102100,101900,102100,102700,102900,103700,105500,107400,108400,109500,110600,111600,112400,113300,114100,114700,116300,118600,120200,121300,122700,124000,125400,127300,129000,130600,132300,134500,136500,138200,139400,140200,141400,143100,144600,146000,147900,150500,153200,155700,157900,160000,161900,164600,167400,169800,171900,173600,174700,176600,179000,180800,182000,183600,185100,186300,187800,189600,191300,192800,194100,196200,198600,200000,199500,199000,198300,198100,198400,198500,197800,197100,196600,197000,198100,198600,197900,197100,196300,195500,194200,191900,189700,188600,189100,183000,173100,167300,167200,165800,165600,165800,164200,161600,161300,161200,159600,158700,159000,158800,157500,156400,156900,157300,156800,156700,156800,155400,153900,154500,156100,157200,157200,157500,157400,157700,158300,159600,160500,160900,160600,161700,163200,164200,163600,163600,164300,165100,165800,167200,167900,170100,173600,176100,177000,177400,181000,185200,184100,180100,179700,180200,180200,180300,181000,181500,182200,182900,182400,181900,181900
Polk,OR,Salem,41,53,130800,129900,129000,129000,129500,129300,129300,129700,130000,129900,130000,130300,130900,131500,132000,132500,132900,134100,135900,136900,136500,135900,135600,135500,136000,136500,136800,137100,137600,137800,137800,138000,138900,139500,139700,140300,141100,141500,142200,142800,142800,142900,142700,142600,142500,142300,142100,142200,142400,142700,143000,143200,143100,142800,142600,142700,143200,143800,144600,145200,145400,145400,145700,145800,145600,145300,145000,145100,145400,145900,146700,147400,147800,148300,148800,149300,150100,150900,151800,152700,153600,154400,155200,156300,157900,159300,160000,160300,160700,161300,161800,162100,162500,163100,163300,163500,163700,164100,164900,165800,166800,168100,169300,171000,172500,173500,174700,176000,177400,178900,180500,182600,185300,188100,191200,194100,196800,199400,201800,203900,205800,207900,210500,213000,215000,217000,219100,220900,222700,224400,225800,226800,227800,229200,231000,232000,232300,231900,230200,226800,223800,222500,222300,222800,223500,222800,220400,218400,217500,216800,216900,217200,216800,216000,215200,214400,212800,210700,209000,208100,207600,207200,206500,206200,206500,206800,206900,206600,206300,206100,206300,205700,204200,202100,200100,198900,197500,195900,193500,190500,188000,186900,186000,184800,183600,183000,183100,183500,183600,183400,182700,182000,181200,180500,180300,180300,179900,179100,178200,177800,177500,177000,176800,177500,178600,179900,181200,182900,184800,186700,188000,189100,190300,191500,192500,193500,194700,195800,196600,196800,196700,196700,196700,197200,197600,198100,199800,201700,203100,204100
Coryell,TX,Killeen,48,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87500,88500,89400,88600,88600,89400,89700,89800,89900,89400,88800,88500,88000,87500,87700,87900,88000,87200,86400,85900,86100,86100,85700,85400,85000,84200,83200,82800,82600,82800,82700,83100,83300,83600,83400,83100,83000,82500,82100,83100,83800,84300,85100,85100,84700,84800,85100,85200,85900,86700,86800,86100,85500,84600,84400,84300,84200,84600,85500,86100,86400,86700,87200
Clinton,MI,Lansing,26,37,113600,111800,110400,109900,109400,109300,109700,109700,110000,110600,111300,111900,112700,113700,114600,115500,116400,117200,117400,117300,117000,116900,116800,116800,117400,118400,119200,119800,120300,120200,120500,121800,123400,124400,125000,125600,126100,126800,127800,129000,130200,131000,131700,132200,132200,132500,133400,134600,135200,135400,136000,136500,136800,137100,137900,139100,140100,141200,142100,143200,144800,146100,146700,147600,149100,150600,151800,152600,153100,153400,153900,154000,153900,154100,154700,154800,154900,155300,155500,155800,156400,157200,157500,157800,158600,159700,160800,161600,162200,162700,163100,163500,164200,164800,165100,165200,165200,165200,165200,165900,166700,167900,169100,169900,170400,171300,171900,172200,172500,172500,172500,172300,172000,172000,172600,173100,173300,172700,171800,170900,170200,170000,170300,170100,170000,169900,170400,170800,171100,170800,170500,170200,169700,169100,168800,168800,167800,165600,162400,159100,155700,153400,152800,153400,154000,153700,152700,151600,151100,150700,149800,148900,148900,150100,151400,151500,151500,151400,150900,150300,149500,148500,148100,148500,149000,148900,148100,147300,146400,145700,145400,144800,144300,144200,144300,144100,143600,142800,141900,141000,140200,139400,138400,137600,137300,137300,137300,137400,137800,138100,138200,138400,138300,138000,137800,137900,138200,138400,138200,138200,138200,138000,137700,137800,138200,138900,140100,141600,143000,144000,145700,147900,149600,150500,150900,151400,152600,154100,154900,155500,156100,157000,157400,157200,156800,156600,156700,156700,156500,156200
